,leagueID,season,homeTeamID,awayTeamID,home_shots_h_rolling5,home_shotsOnTarget_h_rolling5,home_shots_a_rolling5,home_shotsOnTarget_a_rolling5,home_fouls_h_rolling5,home_fouls_a_rolling5,home_ppda_h_rolling5,home_ppda_a_rolling5,home_deep_h_rolling5,home_corners_h_rolling5,home_total_key_passes_h_rolling5,home_total_assists_a_rolling5,away_shotsOnTarget_h_rolling5,away_fouls_h_rolling5,away_fouls_a_rolling5,away_ppda_h_rolling5,away_deep_h_rolling5,away_deep_a_rolling5,away_total_key_passes_h_rolling5,away_total_key_passes_a_rolling5,away_total_saved_shots_h_rolling5,away_total_saved_shots_a_rolling5,result
5437,5.0,2016.0,161.0,165.0,9.6,5.0,15.0,5.2,8.0,12.6,13.902239999999997,7.072320000000009,3.2,3.4,8.0,1.0,5.2,8.8,12.4,10.01852,5.2,3.0,9.2,7.6,0.6,2.4,1.0
5443,5.0,2016.0,169.0,180.0,7.4,3.2,12.2,4.8,11.2,9.6,16.871639999999996,7.603880000000008,3.8,3.0,5.6,1.0,2.8,5.2,11.0,8.98094,4.0,4.4,8.0,10.0,2.2,2.8,2.0
5444,2.0,2016.0,108.0,107.0,11.4,2.0,12.2,3.8,6.0,11.0,8.588079999999998,7.389100000000008,4.6,4.2,8.0,1.0,2.4,10.2,12.6,6.527159999999999,5.8,4.8,6.4,6.6,1.6,2.2,0.0
5442,4.0,2016.0,138.0,157.0,11.2,4.2,9.2,3.4,5.6,9.4,9.687919999999997,9.658140000000008,3.8,2.8,6.8,0.6,4.6,9.4,12.4,7.35042,6.8,4.6,11.6,10.8,1.8,2.6,2.0
5440,5.0,2016.0,160.0,168.0,10.6,3.6,15.6,5.6,7.2,11.2,13.561059999999998,9.57318000000001,5.0,3.6,7.8,1.2,5.8,10.6,10.6,10.869340000000001,6.8,3.6,10.2,8.6,1.4,2.0,2.0
5439,5.0,2016.0,164.0,162.0,10.0,4.0,15.4,4.8,4.4,12.8,13.106259999999997,9.428460000000008,5.0,2.8,7.6,0.6,4.6,11.4,11.4,11.36946,5.4,3.8,8.4,8.2,1.6,1.6,2.0
5438,5.0,2016.0,178.0,170.0,10.0,4.6,15.8,5.0,4.8,12.0,13.980499999999997,9.148700000000009,4.2,3.2,8.2,1.0,5.8,8.6,12.0,11.296479999999999,6.2,2.8,10.2,8.6,1.0,2.0,1.0
5441,5.0,2016.0,182.0,175.0,13.4,4.8,11.2,3.8,10.6,11.4,8.118959999999998,12.768160000000009,6.8,4.4,8.6,1.2,5.6,13.0,10.2,9.68504,6.6,3.4,10.2,8.6,2.2,2.2,2.0
5445,2.0,2016.0,111.0,97.0,11.0,2.2,11.4,4.2,5.4,10.6,8.239579999999998,9.398000000000007,6.0,3.8,8.4,1.0,2.2,8.4,9.6,5.2748599999999985,4.4,4.4,7.8,5.4,1.6,1.2,2.0
5446,2.0,2016.0,104.0,116.0,13.2,3.4,8.4,3.0,7.8,10.0,8.146239999999997,10.901420000000007,6.2,4.2,9.6,0.6,2.0,7.8,9.2,7.028699999999999,3.4,4.4,7.8,5.2,1.4,0.8,2.0
5447,2.0,2016.0,98.0,115.0,15.6,4.6,8.6,2.6,9.6,12.6,7.9989399999999975,12.581420000000007,5.6,3.2,11.6,0.6,2.2,8.4,10.0,10.09424,3.4,5.0,9.4,5.8,1.6,0.6,2.0
4001,2.0,2016.0,105.0,95.0,15.2,6.4,8.4,2.6,10.2,11.4,7.679340000000001,18.24958,7.4,4.8,10.8,0.2,4.2,12.0,11.2,9.8524,3.8,1.8,8.8,4.8,2.2,1.4,0.0
4006,3.0,2016.0,130.0,118.0,13.2,5.4,12.4,4.2,4.4,11.6,8.411000000000001,8.547780000000001,4.6,4.8,9.6,1.0,6.6,9.0,9.4,14.36266,4.6,2.8,13.0,8.8,2.6,2.4,1.0
4005,3.0,2016.0,132.0,117.0,12.4,3.8,10.2,2.0,8.6,11.4,9.49052,7.603240000000002,4.4,3.2,9.8,0.0,4.8,7.2,13.6,8.72984,5.2,4.8,10.8,9.4,2.4,3.6,1.0
4004,3.0,2016.0,120.0,135.0,12.2,4.0,12.4,2.6,8.6,13.8,9.2453,8.217020000000002,4.4,2.8,9.6,0.0,4.6,7.2,11.2,8.6548,4.4,4.2,9.6,8.8,3.4,3.8,2.0
4003,3.0,2016.0,121.0,124.0,12.6,4.2,12.2,2.8,6.6,13.8,8.373240000000001,8.976060000000002,4.4,3.2,10.0,0.0,6.8,7.6,11.0,7.336060000000001,3.6,3.2,12.8,7.4,3.2,3.0,1.0
4002,3.0,2016.0,134.0,126.0,12.0,4.8,13.8,3.8,4.4,14.4,9.1072,7.803440000000004,4.2,4.4,9.2,0.8,6.0,10.0,9.2,12.71926,3.6,2.6,11.8,7.4,2.4,2.4,2.0
5448,2.0,2016.0,99.0,102.0,15.6,6.6,10.0,3.8,13.4,14.8,7.804839999999999,10.249320000000008,5.0,4.6,13.4,0.6,6.8,7.4,13.0,7.582419999999999,1.8,2.2,14.8,7.4,3.2,2.4,1.0
4007,1.0,2016.0,85.0,77.0,13.8,3.8,12.0,4.2,12.8,14.2,8.05096,8.39726,5.2,3.0,10.0,0.8,4.6,10.6,14.4,9.57782,4.4,3.2,8.4,9.4,2.6,3.6,2.0
5453,1.0,2016.0,89.0,78.0,13.0,4.2,13.0,7.2,7.8,10.0,17.065779999999997,8.609840000000009,4.8,3.8,10.4,1.2,5.2,6.8,8.0,6.179579999999999,4.4,5.0,10.2,5.6,1.0,2.0,2.0
5452,1.0,2016.0,87.0,93.0,14.0,5.2,12.6,6.6,7.2,11.0,17.182499999999997,8.549840000000007,5.0,3.8,11.4,1.2,5.2,4.2,6.4,6.127859999999998,3.4,4.4,8.2,6.0,0.8,1.8,2.0
5451,1.0,2016.0,75.0,73.0,13.6,5.4,13.2,5.8,7.4,13.2,17.515839999999997,7.837840000000007,5.0,4.6,9.6,0.8,6.2,6.2,7.8,5.924539999999999,4.8,2.8,11.0,6.0,1.4,2.0,1.0
5449,2.0,2016.0,101.0,113.0,15.4,7.0,9.8,3.0,10.6,15.4,8.403459999999999,9.502640000000008,4.6,5.8,13.0,0.4,6.0,9.6,11.4,10.269559999999998,1.8,2.2,13.2,9.0,2.2,2.0,2.0
5450,1.0,2016.0,80.0,77.0,16.0,5.8,11.0,3.0,7.4,12.8,10.756219999999999,10.952080000000006,6.0,5.4,10.2,0.4,4.6,4.8,7.4,6.167639999999999,4.4,2.6,9.4,7.2,2.2,2.2,2.0
4008,1.0,2016.0,76.0,82.0,13.8,3.2,11.0,4.4,13.0,11.2,8.08532,9.813460000000001,4.4,2.8,10.4,1.0,4.4,11.6,12.8,8.73388,4.4,3.0,9.2,9.8,2.8,3.8,1.0
4009,1.0,2016.0,88.0,72.0,15.0,4.2,12.2,4.0,12.0,13.8,7.42072,9.02376,5.0,4.6,11.6,0.8,4.8,7.8,14.2,9.67642,4.0,3.4,8.2,8.4,2.6,3.4,1.0
5454,1.0,2016.0,74.0,85.0,9.8,3.6,12.0,6.2,5.4,9.6,13.71216,9.380380000000006,3.6,3.4,8.2,1.0,4.0,6.8,9.2,7.513879999999998,5.0,4.8,8.8,8.2,1.0,2.4,0.0
5455,1.0,2016.0,83.0,72.0,16.8,6.4,10.0,3.0,2.8,9.2,8.707139999999999,16.996360000000006,3.8,5.0,10.0,0.8,5.0,11.0,8.4,7.91942,5.6,2.4,11.4,8.2,2.6,2.8,2.0
5456,1.0,2016.0,84.0,76.0,9.8,3.0,11.0,5.6,7.2,9.4,11.221259999999997,8.933780000000008,4.0,3.6,8.2,1.0,2.8,4.6,12.2,7.867339999999999,5.4,4.4,7.6,8.6,1.6,2.0,2.0
4010,1.0,2016.0,83.0,84.0,16.4,5.4,12.8,3.4,9.2,10.4,6.553100000000001,8.32148,5.8,6.6,12.8,0.6,3.8,10.2,13.8,12.815519999999998,3.4,4.2,8.8,11.4,2.2,1.8,2.0
5457,1.0,2016.0,90.0,88.0,9.2,2.4,10.2,3.4,9.6,10.2,10.693499999999998,9.058780000000008,4.8,3.4,6.8,0.8,3.4,4.8,12.8,7.268679999999999,5.4,3.0,8.8,8.2,1.6,2.0,0.0
4699,5.0,2016.0,176.0,163.0,11.6,3.8,13.4,5.6,9.4,7.2,7.621819999999997,11.165980000000008,4.2,6.8,8.0,1.8,4.6,10.2,10.6,9.165560000000001,4.4,2.4,9.8,7.2,1.6,1.8,1.0
4011,1.0,2016.0,73.0,91.0,14.6,5.4,11.6,3.4,10.4,13.6,6.77256,9.002419999999999,5.8,4.8,11.2,0.6,4.8,9.8,13.4,9.898639999999999,3.6,4.4,8.0,10.0,2.8,2.4,2.0
4703,5.0,2016.0,160.0,179.0,13.4,4.4,14.4,5.4,12.0,10.4,8.815179999999996,13.93222000000001,4.8,5.2,9.6,2.0,4.8,11.4,10.2,7.77432,4.2,3.4,9.4,6.2,1.4,2.2,0.0
4704,4.0,2016.0,146.0,156.0,11.4,4.2,10.4,3.6,8.6,10.8,7.006539999999998,9.479180000000007,3.6,4.6,6.4,1.0,6.0,7.2,12.6,10.21968,5.0,2.8,10.4,8.6,2.0,1.2,0.0
4702,5.0,2016.0,166.0,162.0,14.0,4.4,12.8,3.6,10.0,8.4,6.889839999999998,14.92374000000001,4.6,5.0,10.2,1.2,4.0,12.2,10.0,9.408959999999999,5.0,3.4,7.2,6.6,2.0,2.4,2.0
4701,5.0,2016.0,181.0,161.0,14.4,5.8,12.6,3.6,11.4,6.0,6.610719999999998,14.944540000000009,5.8,4.0,10.2,1.4,4.6,11.0,9.6,10.80734,6.2,3.4,8.8,6.4,2.6,2.0,0.0
4700,5.0,2016.0,169.0,165.0,14.2,5.8,11.0,4.0,10.4,11.4,7.385379999999998,10.96508000000001,9.4,2.6,10.0,0.6,5.2,12.8,10.4,8.389399999999998,7.4,2.2,10.2,5.4,2.6,1.0,0.0
4012,4.0,2016.0,148.0,139.0,15.6,5.6,8.6,3.6,9.6,11.2,6.431320000000001,12.246420000000004,5.6,5.4,11.4,0.4,5.6,13.4,15.0,8.029779999999999,3.4,4.8,10.8,7.2,2.8,1.2,2.0
4013,5.0,2016.0,182.0,161.0,15.0,5.6,11.0,3.6,12.6,13.6,9.03452,9.582320000000006,6.0,3.0,11.6,0.6,4.8,10.8,12.6,7.728039999999998,7.4,3.8,11.8,9.4,3.4,4.2,0.0
4014,2.0,2016.0,114.0,102.0,13.0,4.6,8.6,2.8,11.6,11.2,8.112680000000001,15.68174,6.2,4.6,9.8,0.2,3.0,12.2,10.6,11.55776,3.0,1.8,7.0,6.0,1.6,1.6,1.0
4015,3.0,2016.0,123.0,119.0,13.8,3.6,11.0,2.0,9.6,8.6,9.18922,8.627280000000003,5.6,4.0,10.8,0.2,4.2,6.6,13.2,9.117280000000001,5.2,4.0,10.0,6.8,2.0,2.6,2.0
5458,1.0,2016.0,91.0,82.0,13.8,5.4,12.6,3.8,7.4,13.4,17.53718,8.446180000000007,6.2,4.4,9.2,0.6,5.8,7.0,7.4,5.209159999999999,4.6,1.6,11.2,5.8,1.4,2.4,0.0
4705,2.0,2016.0,97.0,105.0,13.4,5.6,13.6,4.8,10.2,8.8,8.981819999999999,9.566960000000007,7.6,4.6,9.0,1.2,4.6,10.0,8.6,8.02404,4.2,3.6,11.4,9.2,1.8,2.4,0.0
4016,1.0,2016.0,78.0,81.0,15.0,3.6,9.8,4.8,10.2,11.2,7.5708,11.157900000000001,4.2,4.0,11.4,1.0,5.2,10.4,13.2,9.210519999999999,4.8,2.8,11.6,9.8,2.4,3.8,0.0
5078,3.0,2016.0,123.0,124.0,12.6,3.2,11.8,2.2,11.0,8.6,7.716519999999998,5.696540000000007,3.0,7.2,8.6,0.4,2.8,12.6,11.8,8.831579999999999,4.8,3.4,8.2,9.0,0.8,3.0,2.0
5460,4.0,2016.0,146.0,154.0,12.6,4.4,9.0,3.0,6.4,9.8,9.016399999999997,11.654000000000007,1.4,2.6,9.2,0.6,4.4,9.6,12.4,7.052580000000001,4.8,3.6,12.2,9.0,3.4,1.8,0.0
5461,4.0,2016.0,143.0,147.0,10.2,4.0,10.2,2.6,10.0,9.4,8.205299999999998,10.120540000000009,5.4,4.6,7.6,0.8,6.2,10.0,10.8,7.623580000000001,4.8,4.4,12.4,8.4,1.0,2.0,2.0
5462,4.0,2016.0,152.0,140.0,14.0,5.6,13.2,4.4,10.4,6.4,13.170079999999995,9.775560000000008,4.6,6.6,10.6,1.4,3.8,12.6,15.6,10.86336,4.8,3.2,9.8,7.4,1.8,1.8,1.0
5463,4.0,2016.0,148.0,156.0,11.2,4.4,9.8,3.2,9.2,10.0,8.977519999999997,10.139720000000008,3.0,3.8,8.4,0.6,5.0,7.6,12.8,6.755840000000001,5.0,4.6,13.2,8.6,2.8,2.6,2.0
5459,1.0,2016.0,92.0,81.0,14.4,5.6,10.2,2.8,5.0,12.6,8.522759999999998,11.447480000000008,4.8,5.6,8.8,0.8,4.2,8.2,8.4,7.8576999999999995,4.8,2.4,9.8,8.8,2.8,2.4,0.0
5080,1.0,2016.0,75.0,77.0,10.6,3.8,10.6,4.2,4.6,12.0,8.383119999999998,13.153420000000008,3.6,6.2,8.2,0.6,4.0,12.6,12.6,8.296259999999998,5.8,3.0,8.6,6.6,2.4,2.2,2.0
5079,3.0,2016.0,120.0,117.0,10.2,2.6,11.6,1.4,10.8,7.8,8.935799999999997,6.388500000000007,3.2,5.8,6.6,0.2,3.2,10.2,9.4,9.03158,4.8,3.6,7.6,8.8,1.2,2.6,2.0
5081,1.0,2016.0,90.0,76.0,14.4,4.6,13.2,4.8,5.4,9.0,9.682079999999997,14.772100000000009,4.8,6.0,11.0,1.0,4.0,11.2,11.8,8.260539999999999,6.2,5.0,8.6,8.2,2.4,1.6,2.0
5464,4.0,2016.0,137.0,150.0,12.0,4.6,8.4,3.0,5.8,10.6,7.561619999999996,11.53424000000001,4.2,2.8,8.0,1.0,5.6,10.2,10.0,7.012479999999999,6.0,5.0,13.2,8.8,1.2,2.2,0.0
4017,4.0,2016.0,143.0,155.0,13.6,5.0,8.0,3.2,11.6,12.4,8.887560000000002,7.7409000000000034,4.2,5.2,9.6,0.2,5.6,13.2,16.8,8.68254,3.8,5.4,9.4,7.4,2.6,1.4,2.0
4018,5.0,2016.0,179.0,168.0,14.8,5.8,10.4,3.8,11.8,12.0,10.56996,11.423500000000008,5.6,3.6,10.8,0.6,5.2,11.6,13.4,6.596599999999998,7.2,3.6,12.8,9.0,4.0,3.8,0.0
4706,4.0,2016.0,138.0,154.0,13.8,5.2,10.6,3.6,8.4,12.2,5.929899999999996,14.324520000000007,5.6,4.2,8.6,0.6,5.4,9.4,9.6,9.195759999999998,5.0,3.6,9.6,8.6,3.0,1.0,1.0
4019,5.0,2016.0,166.0,165.0,13.6,5.2,9.6,4.6,11.4,12.0,12.644960000000001,11.793500000000005,5.4,3.2,9.2,0.8,4.8,11.6,13.2,6.156599999999999,6.0,4.0,11.8,8.6,3.6,3.2,2.0
5465,2.0,2016.0,96.0,106.0,14.2,5.4,9.8,3.4,12.6,13.8,9.027339999999999,14.040640000000007,4.8,2.4,11.2,0.4,3.8,7.4,12.0,11.488719999999999,3.8,4.4,11.4,7.8,3.0,1.0,0.0
4707,2.0,2016.0,111.0,102.0,16.6,6.6,12.4,5.0,9.4,7.4,8.496139999999999,8.998780000000007,7.0,5.4,12.0,1.2,4.4,12.8,7.8,10.15588,4.8,2.4,10.6,11.6,2.2,1.8,0.0
5082,1.0,2016.0,92.0,85.0,15.6,5.4,15.4,6.0,10.6,10.2,12.059519999999997,9.337540000000008,4.2,6.2,11.4,0.8,5.8,10.0,13.0,8.157499999999999,5.8,4.8,9.6,7.0,2.2,2.0,2.0
5466,2.0,2016.0,114.0,100.0,14.8,6.0,9.4,3.2,13.2,13.8,8.359839999999998,12.369480000000006,4.2,3.2,11.4,0.4,3.6,10.4,14.2,11.88872,3.8,4.4,9.0,8.6,3.0,1.6,2.0
5083,1.0,2016.0,89.0,72.0,12.4,4.4,8.4,2.8,6.0,12.2,5.814539999999999,14.446280000000007,4.8,4.8,9.8,0.6,4.0,10.0,13.0,7.797639999999999,6.4,3.6,9.2,7.6,2.4,2.0,1.0
5084,4.0,2016.0,153.0,154.0,12.4,5.2,10.2,3.2,7.2,9.6,9.695699999999997,11.347180000000007,8.0,2.2,9.2,0.6,5.8,10.6,10.4,7.0645,5.2,3.6,14.2,8.6,2.8,2.6,0.0
5085,4.0,2016.0,143.0,140.0,11.0,4.4,8.8,2.6,8.8,9.2,11.223499999999998,12.940120000000007,5.6,2.2,7.4,0.2,4.4,10.2,9.6,7.985279999999999,5.6,4.0,12.4,10.6,3.2,2.4,2.0
5086,5.0,2016.0,180.0,178.0,11.4,4.2,7.6,2.4,7.8,11.0,7.190439999999998,11.536580000000006,5.6,4.4,9.0,0.8,3.2,9.2,6.2,6.994199999999999,4.2,3.8,8.6,6.8,2.2,1.6,0.0
4020,5.0,2016.0,162.0,167.0,15.4,5.4,10.0,5.0,11.6,12.0,10.672540000000001,11.781320000000006,5.0,4.2,10.8,0.6,4.8,10.6,11.6,6.766839999999999,7.2,4.0,10.6,8.4,3.8,3.0,0.0
5087,4.0,2016.0,148.0,138.0,11.6,3.8,10.6,4.0,11.8,13.2,10.747299999999997,11.640660000000008,6.0,2.8,8.0,1.4,4.4,9.6,11.8,7.964739999999999,5.4,4.4,10.8,8.0,3.4,1.8,2.0
5088,3.0,2016.0,121.0,126.0,11.6,3.8,12.4,3.6,13.8,13.0,8.760679999999999,6.448460000000007,3.6,5.4,7.8,0.6,3.6,10.2,9.4,8.330759999999998,5.2,3.2,9.0,6.2,1.8,1.8,0.0
5467,2.0,2016.0,107.0,109.0,16.6,7.4,9.2,3.0,10.4,13.6,7.451959999999998,8.405140000000006,4.4,5.6,13.4,0.4,5.8,7.2,12.4,9.726299999999998,1.2,2.0,12.4,9.6,2.0,1.8,2.0
4708,1.0,2016.0,88.0,84.0,12.2,6.0,7.4,1.2,7.4,12.8,7.781359999999998,11.289760000000006,4.8,5.4,9.6,0.2,4.4,11.0,4.0,6.272639999999998,2.2,2.4,9.4,6.6,2.2,2.4,2.0
5089,3.0,2016.0,125.0,136.0,12.8,4.4,13.0,4.0,14.4,12.4,8.602119999999998,7.456020000000007,5.2,4.4,8.4,0.6,4.8,11.6,10.2,7.146879999999999,6.2,3.4,10.0,6.4,2.4,1.6,0.0
4021,5.0,2016.0,169.0,160.0,14.6,6.2,10.8,5.0,10.8,10.8,10.73634,13.178940000000006,3.2,4.2,11.2,0.6,5.0,7.8,8.4,6.831839999999998,7.0,4.0,10.2,8.8,4.0,2.8,2.0
4712,5.0,2016.0,174.0,167.0,15.4,5.8,12.6,4.2,11.0,6.8,6.455899999999997,17.90260000000001,7.8,2.6,10.4,1.4,4.2,14.2,12.4,10.37074,7.6,2.4,9.2,6.4,1.8,1.6,2.0
4713,2.0,2016.0,114.0,96.0,15.4,4.8,10.4,3.8,8.2,8.0,11.373699999999998,12.060980000000008,6.8,4.0,11.8,0.6,5.6,8.8,8.4,7.973279999999998,8.8,4.6,10.6,8.4,2.6,2.6,0.0
4710,2.0,2016.0,109.0,99.0,17.0,6.6,10.2,3.8,8.8,4.8,10.413179999999999,10.223380000000008,4.8,4.4,12.8,0.4,5.4,9.8,9.6,8.41464,7.6,3.0,9.4,11.2,2.6,2.2,1.0
4711,2.0,2016.0,107.0,116.0,17.6,5.2,9.6,4.4,8.8,7.2,11.396759999999999,11.710980000000008,5.4,5.2,13.8,0.6,6.2,8.8,8.2,8.47308,8.4,3.2,10.0,10.4,3.0,1.8,2.0
4709,2.0,2016.0,101.0,104.0,18.2,7.4,11.8,5.0,8.4,5.0,8.270739999999998,9.638440000000008,6.4,5.4,13.0,1.0,5.2,12.6,7.8,9.922539999999998,5.8,2.4,10.8,11.8,3.0,2.0,0.0
4022,2.0,2016.0,98.0,99.0,15.0,5.4,8.0,2.8,10.4,8.2,6.246520000000002,15.998579999999999,6.2,4.8,10.8,0.4,3.2,15.0,7.2,10.55152,3.8,1.8,7.6,5.4,1.4,1.8,2.0
4026,1.0,2016.0,93.0,90.0,15.8,3.4,10.2,4.6,9.2,11.6,8.45412,11.96182,3.8,4.6,11.6,1.0,4.6,9.6,13.0,9.599340000000002,4.8,3.4,13.6,10.4,2.0,3.8,0.0
4025,2.0,2016.0,110.0,107.0,14.6,5.6,9.2,3.8,12.6,9.0,7.565100000000001,15.453280000000001,5.0,4.8,10.6,1.2,3.8,11.8,9.8,9.3801,4.4,1.6,8.0,6.0,1.8,1.8,1.0
4024,4.0,2016.0,158.0,137.0,14.6,5.0,10.2,4.0,13.0,17.0,8.040080000000001,11.131700000000006,5.2,4.4,10.8,0.8,6.2,13.0,16.6,8.818539999999999,6.2,3.8,11.4,7.8,3.2,1.8,1.0
4023,4.0,2016.0,153.0,150.0,14.0,5.0,9.8,4.0,11.2,13.4,8.188080000000001,10.662340000000004,5.4,4.6,10.6,0.4,6.4,13.2,16.8,9.09606,4.6,4.6,9.8,6.8,3.2,1.4,0.0
5468,2.0,2016.0,97.0,98.0,14.2,6.4,10.6,3.6,7.6,10.8,10.623559999999998,10.482340000000008,4.6,4.0,10.0,0.6,3.8,8.4,11.0,9.578079999999998,3.0,2.0,9.6,8.2,1.4,1.4,0.0
4401,2.0,2016.0,106.0,101.0,14.6,5.0,10.4,4.4,10.0,14.4,9.155539999999998,8.806400000000007,4.0,4.8,11.0,0.6,3.8,10.8,14.2,9.092839999999999,7.6,6.2,11.6,8.8,3.2,3.4,2.0
4027,5.0,2016.0,163.0,176.0,13.6,4.8,12.6,6.6,10.2,12.6,12.18776,10.775960000000008,2.2,4.4,10.2,0.6,4.2,7.8,10.8,7.534979999999999,6.0,3.4,9.0,9.4,3.4,2.6,1.0
4714,2.0,2016.0,108.0,113.0,18.0,7.6,10.8,4.2,7.8,8.2,9.929839999999999,10.118380000000007,6.2,5.2,13.2,0.6,5.4,10.8,7.8,8.356739999999999,5.4,2.6,11.2,10.2,2.2,2.4,1.0
5091,3.0,2016.0,130.0,122.0,14.2,6.2,12.4,5.4,15.2,13.2,6.327599999999998,8.892100000000008,6.8,4.4,9.0,1.0,4.6,12.2,9.4,7.907079999999999,3.6,2.4,9.2,7.2,3.2,1.4,2.0
5090,3.0,2016.0,131.0,135.0,13.8,5.6,12.0,4.6,15.0,13.6,7.768779999999998,7.717740000000008,6.2,3.4,8.6,0.8,4.6,8.8,7.6,6.683079999999999,4.2,3.0,9.8,5.8,3.4,0.8,0.0
5473,2.0,2016.0,115.0,96.0,14.2,5.8,12.0,3.6,11.0,9.4,11.031719999999998,10.774620000000008,4.8,3.6,10.2,0.6,4.2,8.2,11.8,7.856079999999999,3.0,2.0,10.8,6.2,2.0,2.2,2.0
5469,2.0,2016.0,116.0,111.0,13.4,5.2,12.6,3.0,8.0,9.0,11.260559999999998,10.563040000000008,4.0,3.6,8.6,0.4,3.6,10.2,10.6,7.541299999999998,2.6,2.2,11.4,6.6,1.6,2.4,2.0
5470,2.0,2016.0,102.0,105.0,12.8,4.6,13.6,3.2,7.6,9.2,10.364939999999999,9.889680000000007,3.4,5.0,8.8,0.4,2.8,9.8,11.8,8.021719999999998,2.8,2.4,11.2,7.0,2.0,2.6,0.0
5471,2.0,2016.0,95.0,101.0,15.2,7.8,10.0,3.2,8.0,13.0,10.225079999999998,8.869160000000006,6.0,4.0,11.0,0.6,5.2,8.6,11.4,10.061399999999999,3.0,1.8,11.6,8.0,0.6,1.8,2.0
5472,2.0,2016.0,110.0,114.0,10.4,3.2,13.4,3.2,10.4,10.2,10.025979999999999,8.768340000000007,2.2,4.8,8.0,0.2,3.6,10.6,12.0,6.912259999999998,2.2,2.0,11.6,6.8,2.6,2.2,1.0
4402,2.0,2016.0,110.0,104.0,10.6,4.2,10.4,4.8,11.2,15.0,9.55572,7.597220000000005,6.0,4.6,7.8,0.6,4.0,13.6,14.8,8.600979999999998,8.6,5.0,11.2,7.2,2.8,3.2,2.0
5092,3.0,2016.0,127.0,119.0,10.6,2.8,13.4,3.0,13.4,10.4,9.329919999999998,6.318000000000007,3.2,5.6,7.2,0.6,3.2,10.6,9.2,9.466239999999997,4.6,4.6,7.2,7.2,1.2,2.2,0.0
5093,4.0,2016.0,139.0,155.0,14.8,5.6,10.0,3.2,12.2,13.0,7.955239999999998,10.967860000000007,6.2,2.8,10.6,1.2,4.8,11.6,15.0,7.262859999999999,6.0,3.8,10.2,6.6,4.4,0.8,1.0
5474,2.0,2016.0,106.0,99.0,13.4,3.8,12.4,3.6,9.2,8.0,12.043699999999998,6.731640000000008,1.8,3.0,10.6,0.8,3.0,11.2,12.6,8.01488,2.6,3.2,9.4,9.8,1.8,1.6,2.0
4029,2.0,2016.0,96.0,97.0,9.8,4.2,14.8,5.2,7.2,10.6,9.462820000000002,7.597239999999999,2.4,3.6,6.8,1.8,7.2,7.4,9.4,7.00912,4.8,1.8,12.4,6.2,2.0,2.8,1.0
4028,2.0,2016.0,104.0,115.0,10.4,3.8,15.4,5.2,6.8,12.0,11.030040000000003,8.6097,3.2,3.6,8.0,1.8,7.0,7.4,11.4,7.861199999999999,3.2,1.6,11.4,8.0,1.8,3.2,2.0
4715,3.0,2016.0,121.0,123.0,15.6,7.0,8.6,2.2,9.8,11.0,6.4228799999999975,18.47256000000001,3.4,1.8,11.2,0.6,6.2,7.2,14.0,6.413879999999999,7.2,6.2,10.6,10.8,2.6,2.6,2.0
4030,2.0,2016.0,101.0,108.0,12.0,4.8,11.0,4.0,10.4,9.0,7.710740000000001,13.715800000000002,4.0,4.2,9.0,1.2,4.6,10.4,11.4,7.21652,5.2,2.0,8.2,5.8,1.6,1.8,1.0
5475,2.0,2016.0,100.0,108.0,16.4,7.2,9.0,3.0,9.8,13.6,8.611759999999999,9.147120000000006,4.0,4.0,12.8,0.4,6.2,6.8,12.0,9.429879999999999,2.2,1.6,13.0,8.2,1.2,1.4,2.0
4716,4.0,2016.0,149.0,158.0,13.6,6.0,11.0,3.2,12.2,10.8,8.240699999999997,12.637880000000006,3.0,3.2,9.2,1.2,7.4,7.2,15.2,9.526039999999998,3.2,5.2,10.4,6.6,3.0,2.6,0.0
4403,4.0,2016.0,154.0,143.0,12.0,4.2,10.2,4.2,11.0,11.8,9.233499999999998,7.739280000000006,3.2,3.0,10.0,0.2,5.0,11.6,10.6,8.556319999999998,4.4,3.6,7.4,8.4,2.4,1.8,2.0
4404,2.0,2016.0,95.0,111.0,12.2,5.2,9.4,3.6,8.8,14.8,8.90286,9.172980000000006,6.2,5.2,8.6,0.6,4.6,14.0,14.8,9.226319999999998,8.2,5.0,11.6,7.6,3.0,3.4,2.0
5094,4.0,2016.0,158.0,157.0,9.4,3.0,12.2,5.2,10.6,12.4,12.353759999999998,9.527960000000007,4.2,1.6,5.8,1.0,4.8,8.6,7.2,6.912739999999999,5.6,3.6,11.2,10.0,3.8,2.0,0.0
4407,1.0,2016.0,77.0,80.0,15.4,3.4,9.8,3.2,5.4,10.4,8.513819999999999,9.889540000000006,5.2,4.2,10.8,0.8,4.2,10.8,11.2,9.188559999999999,6.4,4.0,8.2,7.2,1.2,2.2,0.0
4406,1.0,2016.0,72.0,83.0,15.4,4.6,10.2,3.8,4.6,11.6,7.898159999999999,9.182860000000005,5.6,4.8,11.4,0.8,3.8,13.4,10.6,12.476659999999999,5.2,4.0,9.0,9.4,1.8,3.6,2.0
4410,1.0,2016.0,88.0,90.0,15.4,5.4,11.0,4.4,10.2,10.2,9.360739999999998,11.543440000000006,5.0,3.6,12.2,0.6,6.6,11.2,12.0,11.29998,4.8,3.8,12.2,8.8,2.4,1.0,2.0
