,leagueID,season,homeTeamID,awayTeamID,home_shots_h_rolling5,home_shotsOnTarget_h_rolling5,home_shots_a_rolling5,home_shotsOnTarget_a_rolling5,home_fouls_h_rolling5,home_fouls_a_rolling5,home_ppda_h_rolling5,home_ppda_a_rolling5,home_deep_h_rolling5,home_corners_h_rolling5,home_total_key_passes_h_rolling5,home_total_assists_a_rolling5,away_shotsOnTarget_h_rolling5,away_fouls_h_rolling5,away_fouls_a_rolling5,away_ppda_h_rolling5,away_deep_h_rolling5,away_deep_a_rolling5,away_total_key_passes_h_rolling5,away_total_key_passes_a_rolling5,away_total_saved_shots_h_rolling5,away_total_saved_shots_a_rolling5,result
2023,4.0,2015.0,142.0,137.0,11.4,4.6,11.6,4.0,10.8,7.8,14.078280000000001,6.694820000000004,4.0,4.2,9.4,0.8,4.8,9.2,12.2,8.179260000000001,6.2,5.4,8.4,9.2,3.4,2.6,2.0
2022,3.0,2015.0,125.0,120.0,10.6,3.6,11.4,4.8,13.2,8.6,11.423380000000002,9.25236,4.6,5.4,8.4,1.0,4.0,8.8,14.8,7.470519999999999,3.2,2.6,10.0,5.4,2.8,1.6,2.0
2021,1.0,2015.0,81.0,86.0,15.0,4.5,10.75,4.75,10.0,6.25,15.254525000000001,7.77065,4.25,1.75,9.0,1.5,4.0,11.5,4.5,8.570975,5.25,3.0,9.75,5.0,3.25,2.75,2.0
2020,2.0,2015.0,102.0,97.0,11.6,3.4,17.6,4.6,6.8,7.8,17.51752,7.3421199999999995,5.0,4.2,7.4,0.6,6.0,11.4,8.2,7.852940000000001,3.6,3.6,11.4,8.4,2.2,1.2,2.0
697,5.0,2014.0,175.0,162.0,13.8,4.6,12.0,3.8,11.8,13.2,7.653499999999997,8.908780000000009,3.6,4.8,10.6,0.8,4.4,11.8,9.2,8.220059999999995,5.0,3.4,10.0,4.8,1.6,1.6,2.0
698,5.0,2014.0,176.0,179.0,12.4,4.6,11.8,3.4,12.0,15.2,7.291039999999997,7.872080000000008,3.6,4.4,9.0,0.2,3.8,13.4,10.4,7.973539999999995,5.4,3.2,9.8,5.2,1.4,2.0,2.0
693,2.0,2014.0,95.0,104.0,13.4,3.6,11.0,4.6,12.0,11.0,10.51488,8.591160000000007,3.0,5.8,9.4,1.0,6.2,13.8,10.2,6.668879999999997,5.2,4.6,13.8,7.2,2.8,1.8,1.0
699,5.0,2014.0,165.0,170.0,12.6,5.0,10.8,3.6,11.2,14.8,8.803819999999996,7.817540000000008,3.4,3.8,8.8,0.0,2.4,13.8,10.0,8.610519999999998,4.8,3.6,8.8,7.2,1.4,2.6,0.0
696,5.0,2014.0,163.0,166.0,15.0,3.8,12.8,5.4,14.0,11.8,7.5328399999999975,10.818780000000007,3.8,6.0,11.4,1.0,3.8,11.0,8.2,9.925959999999995,4.0,4.4,9.2,6.0,1.4,1.4,0.0
695,1.0,2014.0,88.0,72.0,11.6,4.0,8.2,2.2,9.8,13.6,10.758959999999998,10.189100000000009,4.8,3.8,8.4,0.2,3.6,5.0,11.6,8.558759999999996,5.8,3.6,8.4,12.8,2.4,2.8,2.0
694,3.0,2014.0,117.0,119.0,12.8,4.0,12.8,2.8,11.2,11.2,8.7112,10.790160000000007,3.2,4.4,8.8,0.4,5.2,12.6,13.8,7.493339999999995,1.0,3.6,9.4,8.2,2.2,2.4,2.0
692,4.0,2014.0,147.0,206.0,15.8,4.4,10.4,4.2,8.4,9.6,8.926499999999997,14.189640000000008,4.4,3.4,10.6,1.2,4.2,9.8,13.8,7.208439999999996,2.0,4.0,13.4,9.4,3.2,2.6,0.0
238,3.0,2014.0,130.0,118.0,16.6,5.0,11.0,3.6,7.4,16.2,7.951099999999999,17.585000000000008,3.8,5.8,12.4,0.8,5.2,11.0,13.2,6.577559999999996,6.8,1.6,10.4,8.4,3.4,2.6,2.0
239,2.0,2014.0,110.0,104.0,14.6,5.4,11.0,2.8,9.6,11.2,7.272659999999999,7.733740000000006,4.4,4.0,10.4,0.4,4.0,10.4,12.0,13.031219999999996,3.0,2.6,10.0,10.4,2.2,2.4,1.0
2026,3.0,2015.0,118.0,132.0,12.6,5.6,8.2,2.8,9.8,12.4,10.471340000000001,16.15874,5.2,4.8,10.2,0.2,4.6,12.0,12.8,7.37222,6.8,4.0,10.4,7.8,3.0,3.0,1.0
2027,3.0,2015.0,131.0,122.0,11.8,4.8,9.2,3.6,10.0,11.4,10.951580000000002,15.059819999999998,4.2,4.8,9.2,0.8,4.4,13.4,12.6,6.805899999999999,6.2,2.6,10.6,5.6,2.6,2.2,2.0
1111,3.0,2014.0,129.0,125.0,14.2,6.2,14.6,4.8,12.8,16.6,10.33456,7.358120000000007,5.2,5.0,11.2,1.4,4.8,8.8,11.2,8.561639999999995,5.4,5.4,9.4,9.0,3.0,3.2,2.0
1537,1.0,2014.0,86.0,82.0,13.0,5.6,11.0,4.4,4.4,4.6,6.182559999999997,20.17014000000001,6.0,3.0,10.0,0.8,2.4,7.2,7.4,9.60562,2.2,4.6,8.2,12.8,1.2,3.0,0.0
240,2.0,2014.0,94.0,101.0,14.0,5.6,9.8,2.8,10.2,10.2,6.913939999999998,8.766080000000006,5.0,4.4,10.2,0.2,5.4,9.8,13.4,13.465499999999997,4.0,2.6,13.0,10.4,1.8,3.0,1.0
2028,3.0,2015.0,123.0,126.0,12.6,4.8,9.2,3.4,10.0,11.4,13.078480000000003,16.07954,6.0,5.0,10.2,0.4,5.6,9.4,12.6,8.313939999999999,7.0,4.6,10.2,8.4,3.6,3.2,0.0
1113,3.0,2014.0,130.0,134.0,13.0,5.8,15.2,5.2,12.8,14.0,10.734279999999998,6.884180000000008,4.4,4.2,10.6,1.2,6.2,8.0,13.6,8.821639999999995,5.2,6.6,10.0,9.8,3.8,3.4,2.0
1114,3.0,2014.0,119.0,131.0,11.4,4.4,16.2,5.2,13.6,12.6,10.933599999999998,6.276040000000007,4.4,3.8,9.8,1.2,5.6,8.6,13.6,7.289259999999996,4.6,5.6,8.4,8.0,3.0,3.4,0.0
1115,3.0,2014.0,120.0,133.0,10.6,3.6,16.4,5.2,10.8,9.0,10.248079999999998,6.357740000000007,4.6,4.0,9.0,0.4,4.8,5.4,13.6,7.419199999999995,3.8,5.0,8.2,7.6,2.0,3.4,2.0
1112,4.0,2014.0,208.0,140.0,14.8,4.6,8.2,3.8,7.6,12.4,8.415479999999997,10.092060000000007,5.8,4.6,12.2,1.0,6.0,13.0,15.4,11.843679999999996,2.8,5.8,10.4,13.0,3.8,2.2,1.0
1116,3.0,2014.0,123.0,121.0,10.8,3.8,15.0,5.0,11.4,8.6,8.226579999999998,6.866080000000008,4.6,4.2,9.6,0.6,5.2,8.8,16.0,8.314199999999996,4.8,5.0,8.0,7.8,1.8,3.0,2.0
245,2.0,2014.0,116.0,113.0,13.0,5.4,11.8,4.2,9.6,15.4,9.673939999999998,9.146400000000009,5.6,4.4,10.4,0.6,4.8,10.0,12.0,14.034819999999996,3.2,3.2,9.2,9.0,1.2,1.8,0.0
241,2.0,2014.0,106.0,107.0,12.0,4.8,12.2,3.0,10.2,11.2,7.586819999999998,8.311560000000007,5.4,3.8,9.2,0.2,5.2,9.2,13.2,16.811359999999997,3.6,3.8,11.8,10.4,1.8,3.2,2.0
242,2.0,2014.0,102.0,109.0,14.2,4.0,13.0,4.8,12.4,15.4,10.992239999999999,8.996900000000007,5.0,3.8,10.4,1.0,4.0,8.8,12.0,10.043359999999996,5.0,3.4,8.2,9.4,2.0,2.0,2.0
243,2.0,2014.0,105.0,100.0,11.0,4.4,12.8,4.0,12.6,14.2,10.601899999999999,10.217000000000008,4.6,4.6,8.4,0.8,5.2,7.0,11.4,13.024999999999997,3.6,3.2,9.2,8.0,1.8,2.4,1.0
246,2.0,2014.0,98.0,203.0,12.8,5.2,12.4,3.8,10.0,12.0,7.9818599999999975,8.401820000000006,6.4,4.2,10.0,0.4,5.0,9.2,13.4,13.674699999999996,3.0,4.2,10.4,10.4,1.8,2.8,2.0
244,2.0,2014.0,230.0,95.0,12.0,3.8,13.2,4.6,13.4,15.6,10.440499999999998,8.805100000000007,6.0,3.6,8.8,0.8,3.8,8.0,11.4,12.817059999999994,3.6,3.6,6.8,9.0,2.0,2.2,0.0
1538,4.0,2014.0,155.0,138.0,12.2,4.0,13.6,4.8,10.0,8.4,6.837939999999999,8.054740000000008,6.2,4.4,9.4,0.4,3.8,8.6,14.6,7.786519999999994,6.0,3.0,10.0,8.6,2.8,1.8,1.0
2029,3.0,2015.0,134.0,130.0,14.0,5.6,9.6,3.2,7.8,12.2,12.04384,15.82668,6.8,4.8,10.8,0.2,5.4,6.6,12.6,7.84042,7.0,5.4,10.6,8.6,3.6,3.0,2.0
700,4.0,2014.0,150.0,152.0,16.6,4.8,8.8,4.0,8.8,7.6,8.875699999999998,11.152800000000008,3.0,4.6,10.4,1.2,6.0,10.6,13.8,6.878279999999995,2.0,3.0,14.8,8.8,4.0,2.6,2.0
1539,3.0,2014.0,131.0,124.0,12.6,4.8,11.0,4.2,8.6,13.6,8.07838,19.272340000000007,5.4,2.6,10.6,0.6,2.4,9.4,13.8,10.447219999999996,5.2,5.6,7.2,9.8,1.8,3.6,1.0
247,5.0,2014.0,165.0,161.0,8.8,3.2,9.4,4.2,10.0,14.2,7.299519999999997,11.752460000000006,3.8,4.4,7.0,1.2,3.0,13.0,14.8,9.818119999999997,5.4,4.8,7.8,8.2,2.4,2.2,0.0
1117,3.0,2014.0,117.0,118.0,10.0,4.2,13.0,4.2,11.8,8.4,7.389359999999998,6.763980000000006,4.4,4.6,8.6,0.4,3.4,11.4,16.4,10.318419999999994,5.0,5.6,5.8,8.6,1.4,3.6,2.0
2033,1.0,2015.0,85.0,75.0,16.5,4.5,4.5,1.0,4.5,6.5,5.6753,19.68405,5.0,6.5,9.5,0.0,5.5,9.5,13.0,9.353349999999999,6.5,1.0,10.0,4.5,1.5,1.5,1.0
2032,1.0,2015.0,84.0,72.0,19.0,6.0,7.0,1.0,0.0,13.0,7.7419,18.3125,5.0,5.0,11.0,0.0,4.0,8.0,7.0,11.84,3.0,2.0,9.0,5.0,3.0,2.0,1.0
2031,4.0,2015.0,150.0,155.0,9.8,3.4,11.8,4.0,11.8,10.6,13.442260000000001,6.1974000000000045,4.6,5.8,7.6,0.8,4.4,6.2,12.6,8.45546,5.6,6.2,8.0,10.0,2.8,3.2,2.0
2030,3.0,2015.0,127.0,117.0,10.4,4.0,10.2,4.0,12.4,8.4,11.358780000000001,14.327359999999999,3.4,4.8,8.0,1.0,3.8,11.4,12.6,7.09672,4.4,2.2,9.2,6.0,2.6,1.8,0.0
2034,1.0,2015.0,73.0,77.0,14.0,3.5,5.5,2.5,4.5,0.0,4.6758,12.9191,3.5,4.5,7.0,0.5,7.5,10.5,14.0,9.655549999999998,10.5,4.0,13.5,5.0,2.5,2.5,2.0
1540,2.0,2014.0,116.0,105.0,10.2,3.2,12.2,4.6,2.8,15.4,7.343439999999998,10.213400000000009,5.8,6.0,7.4,0.8,3.8,5.4,5.2,13.952939999999998,4.8,3.0,10.2,9.6,2.2,2.4,0.0
701,2.0,2014.0,113.0,100.0,14.4,4.8,10.0,4.0,10.8,11.4,11.19322,8.545700000000007,3.0,6.4,9.8,0.8,4.4,13.8,11.4,6.317759999999997,5.6,5.0,8.6,7.6,3.0,1.8,1.0
1541,4.0,2014.0,154.0,206.0,13.0,4.6,10.8,3.8,7.8,8.8,5.658899999999998,10.84346000000001,6.8,5.2,9.8,0.4,3.8,8.6,12.0,7.702979999999995,6.4,3.6,9.6,9.0,2.8,2.0,1.0
1542,2.0,2014.0,106.0,111.0,10.4,3.8,13.4,5.2,4.8,16.2,9.579559999999997,9.368720000000009,5.2,5.2,7.2,0.8,3.4,2.0,8.2,14.510319999999997,4.2,3.8,9.8,11.2,1.8,3.2,1.0
702,4.0,2014.0,139.0,137.0,16.8,5.2,7.6,3.2,11.8,6.2,9.720019999999998,11.703120000000009,3.2,3.4,11.4,1.2,5.2,11.0,13.2,8.145859999999995,3.2,2.6,12.0,9.0,3.2,3.2,0.0
2035,1.0,2015.0,71.0,76.0,14.333333333333334,3.3333333333333335,6.0,2.6666666666666665,8.0,0.0,6.8608,12.012733333333331,3.0,4.666666666666667,7.0,0.6666666666666666,6.0,10.0,9.333333333333334,7.639933333333332,8.666666666666666,2.6666666666666665,11.666666666666666,3.3333333333333335,2.6666666666666665,2.0,0.0
248,4.0,2014.0,138.0,140.0,18.2,6.8,10.2,4.2,11.4,8.0,6.9268199999999975,11.900840000000008,6.0,4.4,13.4,1.0,7.4,10.2,11.0,7.557859999999996,6.6,4.6,11.6,5.4,2.2,1.4,2.0
707,2.0,2014.0,101.0,111.0,15.6,5.2,10.2,3.4,10.8,10.6,9.85834,10.215760000000007,4.4,5.4,11.0,0.4,4.0,12.2,14.0,8.517859999999997,3.6,5.0,8.8,8.6,3.2,1.4,2.0
706,1.0,2014.0,81.0,84.0,10.4,3.6,8.8,3.4,6.6,13.8,10.703899999999999,10.734280000000009,3.6,4.4,7.4,0.6,3.8,5.2,8.8,8.132759999999998,5.4,3.2,7.4,13.0,2.2,2.6,2.0
705,5.0,2014.0,209.0,178.0,14.6,6.4,10.8,3.6,8.2,12.6,11.854479999999999,7.740560000000007,3.6,4.2,10.6,0.4,3.6,14.4,8.4,6.524599999999995,5.4,2.6,10.0,6.8,2.2,2.4,0.0
704,2.0,2014.0,105.0,108.0,15.4,5.6,9.0,3.4,12.0,11.0,10.69656,9.787900000000008,3.4,6.6,11.0,0.4,4.2,14.2,11.2,7.225839999999996,5.0,4.0,9.4,7.2,3.2,2.0,1.0
703,4.0,2014.0,145.0,138.0,15.6,5.4,5.2,1.0,12.2,9.4,8.994259999999997,10.658180000000009,4.0,3.2,10.6,0.2,5.2,10.4,13.4,9.932399999999996,3.4,1.6,11.4,11.0,3.6,3.0,0.0
1118,4.0,2014.0,138.0,206.0,14.2,5.0,8.8,3.6,9.8,9.0,7.763819999999997,11.68094000000001,5.2,4.8,11.4,1.0,5.4,11.4,13.2,12.901639999999995,3.8,5.6,11.4,11.8,3.6,2.6,2.0
1543,5.0,2014.0,178.0,175.0,16.0,4.6,14.2,5.2,12.2,11.2,7.543879999999999,10.111320000000008,6.6,2.4,12.0,1.4,4.4,12.0,12.0,13.843319999999995,4.2,1.4,10.2,9.8,3.2,2.6,1.0
249,4.0,2014.0,155.0,151.0,19.4,7.2,9.2,3.4,9.0,7.6,8.191519999999997,11.63530000000001,6.0,4.6,15.2,0.6,5.8,10.8,13.0,8.269859999999998,7.4,5.6,10.4,7.6,2.4,1.2,0.0
2036,1.0,2015.0,86.0,90.0,13.0,3.25,8.5,3.5,9.75,4.0,13.0456,10.884549999999999,2.75,3.75,7.0,1.0,5.0,10.5,9.25,7.479949999999999,7.25,2.25,10.75,4.75,2.5,2.5,0.0
1119,5.0,2014.0,161.0,165.0,15.2,5.0,12.8,5.2,12.4,12.8,7.593419999999997,12.69072000000001,5.4,6.0,10.4,0.6,5.2,11.6,11.8,7.220879999999997,7.0,4.0,9.8,10.0,3.2,3.4,1.0
708,2.0,2014.0,107.0,203.0,14.0,5.0,10.8,3.8,11.0,13.6,10.911859999999999,9.658360000000005,4.2,4.6,10.0,1.0,4.2,12.6,15.4,8.964279999999997,3.4,4.0,9.2,8.0,3.0,2.2,2.0
1544,4.0,2014.0,156.0,152.0,12.8,4.6,8.4,2.6,10.8,12.2,5.870799999999998,10.357460000000007,7.0,4.6,10.4,0.0,3.4,11.4,8.4,8.477159999999994,5.4,4.0,7.8,9.2,2.0,1.8,0.0
1545,2.0,2014.0,110.0,94.0,11.0,4.4,11.8,4.0,8.2,16.4,11.54904,7.013160000000008,4.6,4.2,7.4,0.8,3.6,2.0,11.8,9.926979999999997,4.8,5.6,9.0,10.0,2.0,3.8,0.0
709,2.0,2014.0,230.0,96.0,15.0,5.4,8.8,2.8,10.0,10.4,10.469119999999998,9.532420000000007,4.0,6.2,10.6,0.4,5.0,13.4,12.6,8.182299999999998,4.8,5.0,9.2,8.2,3.8,1.6,0.0
2037,5.0,2015.0,177.0,161.0,13.75,4.75,7.25,2.5,8.75,11.0,11.371825000000001,13.550900000000006,5.25,5.25,9.5,0.75,4.333333333333333,8.666666666666666,10.0,7.832133333333334,5.0,4.0,7.666666666666667,9.0,3.0,2.0,1.0
1546,4.0,2014.0,207.0,140.0,12.6,5.0,7.6,2.4,11.0,14.4,6.613179999999998,10.326880000000008,6.2,4.4,10.2,0.0,4.4,10.2,9.2,6.943239999999994,6.2,4.2,9.8,6.8,3.0,1.8,2.0
710,3.0,2014.0,118.0,125.0,11.6,4.0,13.4,2.8,14.6,11.8,8.665859999999999,11.460760000000006,2.6,4.2,8.0,0.0,5.2,12.2,13.8,7.449499999999995,2.2,2.8,10.0,7.4,2.2,2.8,2.0
1547,3.0,2014.0,125.0,124.0,10.8,4.4,11.4,4.0,6.0,13.2,7.8537599999999985,17.207420000000006,5.8,2.2,9.2,0.6,1.8,10.0,12.6,10.323079999999996,5.6,4.8,8.4,9.4,1.2,2.8,2.0
1120,2.0,2014.0,104.0,110.0,14.2,4.2,10.0,3.6,8.0,12.0,9.55454,12.479940000000008,5.0,5.0,11.0,0.6,4.8,11.8,11.8,9.132319999999996,7.0,5.8,9.0,9.0,2.6,3.2,0.0
2038,2.0,2015.0,99.0,108.0,12.0,4.0,15.8,4.4,6.0,8.0,16.414660000000005,7.46784,5.6,3.6,7.8,0.8,6.2,8.8,5.6,7.70294,3.8,3.4,9.8,8.6,2.2,1.8,0.0
711,1.0,2014.0,71.0,75.0,12.2,3.6,9.4,4.0,8.2,13.2,11.095179999999997,10.510280000000009,3.4,5.6,9.2,0.6,4.8,5.2,8.2,7.9038799999999965,5.0,1.8,8.4,11.2,3.0,1.6,2.0
250,4.0,2014.0,137.0,148.0,18.2,5.8,9.0,3.8,7.6,5.4,9.640639999999996,12.388080000000008,6.0,4.8,14.6,0.8,5.4,11.4,13.4,9.244939999999996,6.6,4.6,9.6,7.8,2.2,0.8,1.0
712,4.0,2014.0,148.0,141.0,13.2,4.8,9.8,2.8,11.6,9.4,11.893499999999998,8.382740000000009,3.8,4.2,10.0,0.8,4.2,7.4,12.8,10.257839999999995,3.4,1.2,9.6,10.4,2.8,2.8,2.0
1124,5.0,2014.0,210.0,209.0,15.0,5.8,11.2,3.6,11.0,15.0,7.346179999999997,11.572680000000009,5.4,5.6,11.4,0.6,6.8,9.2,11.6,10.294659999999997,6.2,5.8,12.0,10.6,2.8,2.0,0.0
1121,4.0,2014.0,150.0,139.0,14.8,5.2,9.0,3.8,10.0,9.8,7.155699999999998,12.91500000000001,5.0,5.0,12.0,0.8,5.0,12.0,12.2,14.423159999999996,5.0,5.0,10.8,11.0,3.2,2.6,2.0
1122,3.0,2014.0,132.0,124.0,9.4,4.2,13.0,3.6,11.2,11.0,6.6750599999999976,7.1539400000000075,4.8,4.0,7.4,0.4,2.0,9.4,12.6,12.368039999999997,5.2,4.2,4.6,10.2,0.6,2.8,2.0
1125,5.0,2014.0,174.0,163.0,16.8,6.4,10.4,4.0,10.0,15.0,6.906559999999997,11.847680000000008,7.2,6.4,12.6,0.4,7.0,10.0,12.4,7.009499999999996,5.8,4.2,12.0,9.8,3.0,3.0,2.0
1123,4.0,2014.0,155.0,147.0,14.0,5.0,9.8,4.4,10.0,10.4,9.752839999999997,12.13900000000001,4.6,5.0,11.8,0.8,4.8,11.6,12.0,19.19326,5.0,3.4,9.8,11.6,3.2,2.8,1.0
255,3.0,2014.0,125.0,120.0,12.6,3.6,12.4,5.0,9.0,13.4,11.930879999999998,9.937780000000009,4.0,3.8,10.6,0.6,4.8,11.8,13.0,8.138959999999994,4.0,4.6,12.2,8.8,2.2,3.2,1.0
253,5.0,2014.0,175.0,176.0,8.6,3.0,10.8,5.2,10.6,14.4,7.627599999999998,8.580680000000006,4.8,4.6,6.6,1.4,3.2,12.6,14.2,9.563359999999996,4.8,4.4,8.2,7.6,2.4,2.2,1.0
252,2.0,2014.0,96.0,99.0,15.6,3.8,12.6,4.2,12.4,14.2,11.257779999999999,10.132360000000007,5.4,3.2,11.8,1.0,4.4,8.8,11.6,10.178579999999997,5.0,4.4,8.2,9.6,2.0,2.0,0.0
251,4.0,2014.0,141.0,142.0,15.8,5.6,9.4,4.2,6.0,7.2,10.730639999999998,9.934740000000009,4.2,3.8,12.2,1.0,5.8,13.4,12.8,8.873519999999996,7.0,3.4,9.4,7.4,1.8,1.6,2.0
1548,5.0,2014.0,164.0,179.0,14.4,4.2,15.4,5.2,12.0,10.4,8.000919999999997,9.717260000000008,5.8,4.0,11.0,1.2,4.4,12.6,13.4,11.782699999999995,5.8,1.6,10.6,9.8,3.4,2.4,0.0
254,4.0,2014.0,146.0,206.0,14.0,5.2,9.8,4.6,5.8,9.0,11.987559999999997,11.046000000000008,4.2,4.4,10.8,0.8,5.4,12.4,9.4,9.933719999999996,7.0,2.2,9.6,7.8,1.8,1.8,2.0
2039,4.0,2015.0,146.0,153.0,8.8,2.8,10.8,4.2,8.6,13.4,14.823680000000001,6.065880000000004,3.0,5.4,7.2,0.6,4.2,8.2,10.8,7.49712,5.2,5.8,7.6,11.6,2.6,2.6,1.0
713,5.0,2014.0,210.0,160.0,13.6,7.8,9.2,2.6,6.8,11.8,12.583319999999997,10.215560000000007,2.2,3.0,10.2,0.4,4.0,13.4,11.6,8.027159999999995,6.8,3.6,10.2,7.6,2.8,2.8,1.0
1549,4.0,2014.0,206.0,147.0,15.0,5.2,6.8,1.4,9.0,11.4,6.736519999999999,11.995820000000009,6.6,4.0,12.2,0.0,3.4,7.6,9.2,6.696579999999995,5.6,3.6,9.2,5.4,2.6,2.0,0.0
1126,5.0,2014.0,160.0,170.0,15.4,5.4,11.8,3.6,10.0,14.6,9.336799999999997,11.851620000000008,4.4,4.4,11.0,0.8,6.6,7.4,12.4,10.375379999999996,4.8,6.4,11.8,10.4,2.6,2.0,1.0
256,4.0,2014.0,207.0,152.0,13.6,5.8,10.2,4.4,6.6,11.4,13.306879999999996,10.583240000000007,3.0,3.6,9.6,0.8,4.8,12.2,10.2,9.418439999999995,6.4,2.2,8.8,9.2,1.8,2.6,0.0
2043,5.0,2015.0,165.0,166.0,18.0,7.5,8.25,2.75,9.75,11.5,9.284850000000002,14.883675000000007,4.25,4.75,14.5,1.0,4.75,11.75,11.5,8.408800000000001,3.5,4.25,11.75,7.0,2.25,2.25,2.0
2040,1.0,2015.0,88.0,81.0,19.0,6.0,7.0,1.0,0.0,13.0,7.7419,18.3125,5.0,5.0,11.0,0.0,4.0,8.0,7.0,11.84,3.0,2.0,9.0,5.0,3.0,2.0,0.0
2041,5.0,2015.0,167.0,172.0,17.5,7.5,7.5,2.75,8.75,8.5,11.303650000000001,18.009775000000005,5.25,6.0,12.75,0.5,4.25,8.75,9.75,8.3991,4.5,4.0,9.25,7.5,2.75,1.75,2.0
2042,5.0,2015.0,162.0,170.0,17.0,7.0,8.75,3.5,10.25,11.5,9.507550000000002,13.051450000000006,4.25,4.75,13.0,1.0,3.5,12.5,11.0,8.437850000000001,1.75,5.5,10.0,8.5,2.0,1.75,0.0
2044,5.0,2015.0,169.0,173.0,17.4,7.8,9.2,3.0,10.4,9.2,10.001800000000001,14.090280000000003,3.4,4.4,13.6,1.0,5.6,12.0,9.2,9.30096,2.8,5.0,11.4,8.0,2.4,2.4,2.0
1550,1.0,2014.0,74.0,82.0,12.0,5.0,11.0,3.2,2.4,4.2,11.999219999999998,19.28560000000001,5.2,3.0,9.2,0.6,2.6,8.0,7.6,9.897920000000001,2.2,3.8,8.8,13.4,1.4,3.0,1.0
714,5.0,2014.0,177.0,169.0,13.6,7.0,8.6,3.2,9.8,10.2,12.395719999999995,10.944440000000009,2.2,3.6,10.0,0.4,4.0,12.6,12.4,9.879819999999995,7.6,4.6,9.8,8.0,3.2,2.8,0.0
1551,3.0,2014.0,128.0,120.0,11.4,4.6,10.2,3.4,8.6,13.4,8.255639999999998,16.343080000000008,5.0,2.8,9.4,0.2,2.0,9.0,13.4,10.296419999999996,5.4,4.4,8.2,9.4,1.2,2.6,0.0
1552,3.0,2014.0,133.0,135.0,12.0,4.8,10.0,3.6,7.6,14.2,8.228979999999998,15.288920000000008,4.8,3.2,9.2,0.6,2.8,6.8,14.6,10.193079999999995,6.0,4.8,8.6,8.4,1.6,1.8,1.0
715,3.0,2014.0,132.0,123.0,13.6,5.2,11.8,3.2,12.8,10.8,8.24258,12.300760000000007,2.8,4.8,9.6,0.0,5.6,9.6,10.4,6.470319999999996,3.0,4.2,10.8,7.8,2.4,1.8,2.0
257,1.0,2014.0,87.0,72.0,14.2,5.4,15.6,4.0,11.4,13.0,9.516639999999999,6.409280000000008,5.6,5.6,11.0,0.4,3.6,11.2,12.0,17.629999999999995,2.8,2.4,9.6,8.2,2.2,1.8,1.0
2045,4.0,2015.0,156.0,143.0,10.4,3.2,10.2,4.6,8.4,14.8,9.374880000000001,7.036840000000003,3.6,6.0,8.2,0.4,4.4,10.4,10.4,6.25866,6.2,5.2,9.8,10.8,2.6,2.8,0.0
716,4.0,2014.0,154.0,140.0,9.4,4.0,12.2,3.2,12.6,10.4,9.902339999999999,7.639960000000007,5.4,3.8,7.6,1.0,4.0,7.4,12.8,9.500479999999996,4.8,1.6,8.8,9.2,2.6,2.4,2.0
717,2.0,2014.0,106.0,99.0,15.2,5.2,9.8,3.6,8.8,11.2,8.700959999999998,10.244880000000007,6.0,5.2,11.4,1.0,4.8,10.2,12.4,9.064479999999998,3.0,3.2,11.4,7.2,3.8,2.4,0.0
718,4.0,2014.0,155.0,146.0,9.8,5.2,12.6,3.4,13.4,12.6,9.311679999999997,10.635620000000008,7.4,3.2,8.2,1.0,2.8,6.8,13.6,10.640579999999996,5.8,2.6,6.2,9.8,2.0,2.4,1.0
258,5.0,2014.0,171.0,170.0,9.2,3.6,12.0,5.8,14.0,13.0,9.537719999999997,7.798860000000007,5.0,5.2,6.8,1.4,4.0,12.8,13.2,10.124779999999996,4.0,4.0,7.8,7.6,2.6,1.8,0.0
1127,5.0,2014.0,168.0,162.0,15.4,5.4,11.6,4.0,11.6,13.0,7.685079999999997,11.78526000000001,6.0,6.6,11.0,0.2,5.6,11.6,12.2,7.701379999999996,7.6,4.6,11.6,9.6,3.6,3.6,0.0
1553,3.0,2014.0,129.0,132.0,11.2,4.2,13.0,5.0,13.8,16.0,10.130279999999999,7.386480000000008,5.6,5.2,8.2,1.0,6.2,9.0,13.2,9.455759999999994,6.4,3.8,9.0,7.4,2.8,2.4,2.0
2046,2.0,2015.0,111.0,100.0,11.0,3.4,15.0,4.0,6.6,8.6,13.707520000000002,7.55184,4.4,3.4,7.2,1.0,5.8,9.0,8.2,8.5769,3.8,3.2,10.2,8.4,1.6,1.6,2.0
259,3.0,2014.0,134.0,117.0,15.2,5.8,9.8,3.0,12.6,12.6,9.234079999999999,12.19636000000001,4.0,4.8,11.2,0.2,4.6,8.6,11.8,8.776079999999995,4.8,5.2,12.0,8.0,2.4,2.0,0.0
1128,2.0,2014.0,100.0,105.0,14.8,5.0,8.8,3.0,10.2,11.8,7.207319999999998,12.029040000000009,5.2,5.6,12.6,1.0,5.4,10.4,15.2,7.140959999999997,7.8,5.4,11.8,7.6,2.2,2.8,2.0
1554,3.0,2014.0,134.0,119.0,10.2,4.0,12.4,4.4,11.6,16.2,9.453799999999998,6.386480000000008,5.8,4.0,7.6,0.6,4.6,8.0,13.0,9.373159999999995,6.6,3.4,8.0,8.0,3.0,2.4,1.0
1555,3.0,2014.0,118.0,121.0,11.6,5.2,10.2,3.8,10.8,13.6,8.0438,15.751140000000007,5.8,3.8,8.6,0.4,4.0,4.8,13.2,8.881859999999996,6.0,3.0,8.2,8.0,2.4,2.0,2.0
